,y_true,y_pred_neg,y_pred_hyp,y_pred_hol,edge_i,edge_j
26776,0,2.7327366,-2.7938397,-0.9814209,71889,36046
26777,0,2.7233446,-2.8832989,-0.91307455,31463,35456
26778,0,2.8037128,-2.8279974,-1.0760357,57497,53033
26779,0,2.7651427,-2.8387306,-0.97791874,50139,49850
26780,0,2.8583002,-2.8230543,-1.1248888,2273,51435
26781,0,2.462358,-2.903115,-0.72389823,39101,22197
26782,0,2.711999,-2.723031,-1.0186186,73561,77777
26783,0,2.7868583,-2.804428,-1.1556498,47332,56367
26784,0,2.44864,-2.7358935,-0.84498644,88358,55186
26785,0,2.6343262,-2.7741542,-0.9641929,32888,40138
26786,0,0.6946035,-0.43136752,-0.6580534,21601,23853
26787,0,2.9809859,-3.2230554,-0.8887515,29328,40796
26788,0,2.9201775,-2.8686433,-1.1136822,24046,9438
26789,0,2.9018836,-2.9434848,-0.98586404,88115,33751
26790,0,2.9096582,-2.8609874,-1.0183048,35425,10284
26791,0,2.9990528,-2.9932427,-1.1497002,87676,5200
26792,0,2.721406,-2.916697,-0.85473996,24902,68960
26793,0,2.6911156,-2.6785476,-0.9291956,229,1620
26794,0,2.9359107,-2.910629,-1.0553511,79617,33859
26795,0,2.4536974,-3.0376809,-0.7531401,9097,7219
26796,0,3.0630598,-2.99656,-1.1734633,54192,91191
26797,0,2.4996593,-2.7028446,-0.88366044,42878,88427
26798,0,2.8651476,-2.8330579,-1.2768978,84386,46855
26799,0,2.3183234,-2.5499232,-0.8687512,176,84793
26800,0,3.0171645,-2.9943755,-1.1991247,79055,68292
26801,0,2.6984766,-2.8765097,-1.0577937,82843,12141
26802,0,2.5813344,-2.8884747,-0.8792646,66127,43357
26803,0,2.5288208,-3.024889,-0.7845586,22007,83887
26804,0,2.1660476,-2.1077902,-0.9481364,12301,91175
26805,0,2.9005883,-2.9677525,-1.0715927,24591,25192
26806,0,3.0261962,-2.9001722,-1.0839661,49502,26989
26807,0,3.008775,-2.7832363,-1.2574956,11583,1694
26808,0,3.1146898,-3.0028148,-1.2264535,5048,27437
26809,0,2.9674327,-3.1237283,-1.0249528,59048,22264
26810,0,2.6449368,-2.82117,-1.0414819,15190,83268
26811,0,2.847276,-2.9518743,-1.007923,19383,79052
26812,0,2.873625,-3.0722823,-1.200182,59203,48081
26813,0,3.3688636,-3.6143086,-1.0040778,29141,64320
26814,0,3.0472727,-2.8895392,-1.1832497,41734,32117
26815,0,2.6853766,-2.7569764,-1.0086977,22825,1874
26816,0,1.9631404,-2.4297104,-0.51528037,18801,15465
26817,0,3.0720394,-2.9290342,-1.21817,25391,32482
26818,0,2.8119922,-2.8656416,-1.047739,89193,34772
26819,0,3.2336037,-3.0676837,-1.2254786,85744,66340
26820,0,2.8963385,-3.0659082,-1.1326401,41539,30084
26821,0,3.2684836,-3.0525837,-1.2196465,85172,61902
26822,0,2.7833886,-2.7923002,-1.1326206,36236,48224
26823,0,2.4240878,-2.8246152,-0.80978924,69824,21290
26824,0,2.9394207,-2.8096173,-1.1508944,15507,39418
26825,0,2.8654983,-2.8483694,-1.0297858,16540,53992
26826,0,2.7590628,-2.676738,-1.1276206,10625,77724
26827,0,2.8951268,-2.8687656,-1.0839508,86675,33120
26828,0,2.6872206,-2.77186,-1.0161023,1804,6456
26829,0,2.8384945,-2.849052,-1.1006378,30607,85251
26830,0,2.8571317,-2.6443937,-1.1162344,8448,87882
26831,0,2.9975786,-2.9346697,-1.1216543,35222,76107
26832,0,2.7209437,-2.8536983,-1.0070882,17771,75830
26833,0,2.7518122,-2.9478872,-0.98100257,59473,29198
26834,0,3.2338748,-3.394888,-1.4135944,12923,64277
26835,0,3.165094,-2.9442344,-1.1849499,51177,80574
26836,0,2.7291722,-2.9001174,-0.9153009,25029,32822
26837,0,3.0152,-3.1570315,-0.8915894,33085,64267
26838,0,2.7857344,-2.8654275,-0.8869182,8964,28804
26839,0,2.841665,-2.6825116,-1.2185106,13385,5444
26840,0,2.4170554,-2.475786,-0.99842834,33016,65581
26841,0,2.7306101,-3.1778347,-0.76571304,20993,29386
26842,0,-0.13710213,-1.5397923,1.6571885,59667,66226
26843,0,3.065084,-2.9831822,-1.2213175,58392,18873
26844,0,2.6687522,-2.7306967,-0.9090743,71937,65534
26845,0,1.6054541,-2.5462458,0.10287429,8241,12094
26846,0,2.8140268,-2.8904579,-0.99136806,39615,51480
26847,0,2.8303654,-2.8710582,-1.0305387,75371,35236
26848,0,3.1092389,-3.1691504,-1.1502054,30433,10390
26849,0,2.9128757,-2.9803019,-0.9875238,0,3506
26850,0,2.0947325,-4.0514655,0.39862043,11826,63473
26851,0,3.1329625,-3.2107694,-0.90745467,55191,90758
26852,0,2.665102,-2.895485,-0.90362483,12259,41467
26853,0,2.8594894,-3.775517,-0.5739109,65273,12515
26854,0,1.8215625,-2.1969059,-0.46357903,58795,22604
26855,0,2.6586587,-2.6874173,-1.1233293,9119,37906
26856,0,2.8167064,-2.8587887,-1.1802886,4596,86339
26857,0,2.5244756,-2.7307334,-0.9402815,52496,25207
26858,0,2.746779,-2.7980971,-1.0625824,72812,22242
26859,0,2.8412807,-2.9133568,-0.9849354,18738,81983
26860,0,2.8822906,-2.8207185,-1.0914725,31625,8436
26861,0,2.9676492,-3.0450156,-0.99263,49771,27984
26862,0,2.6613402,-2.840206,-0.9391871,9729,26291
26863,0,3.0095575,-2.880867,-1.2090132,74478,26305
26864,0,2.4817843,-2.7183452,-0.9661779,56067,23235
26865,0,2.6724005,-2.815576,-1.0000429,45781,38335
26866,0,2.7284307,-3.223741,-0.7911399,11932,79076
26867,0,2.6598446,-2.8832433,-0.9409201,7585,15647
26868,0,1.7232662,-3.3612204,0.6205204,64375,62664
26869,0,3.2144396,-3.0544946,-1.1828872,10942,60718
26870,0,2.951851,-2.8609495,-1.0784034,41350,82532
26871,0,3.1804042,-2.935522,-1.2721744,8606,38744
26872,0,2.7317762,-2.7853565,-1.0218732,53923,70196
26873,0,2.8493783,-2.9707906,-0.9710112,8992,85284
26874,0,2.6982677,-3.024719,-0.7920636,58710,67856
26875,0,2.8490412,-2.8057182,-1.0876808,6484,9952
26876,0,2.8785925,-2.9169786,-1.0898432,63241,28323
26877,0,2.6844463,-2.8861384,-0.81744534,54814,67782
26878,0,2.4521747,-2.7517676,-0.9530043,45764,30940
26879,0,2.86722,-3.017846,-1.0859236,14728,77208
26880,0,2.1377113,-2.3172784,-0.8736187,36699,67053
26881,0,2.6639733,-2.8490112,-0.9870243,83137,34256
26882,0,2.5732045,-2.6668608,-1.1012985,83430,80759
26883,0,3.1346245,-3.067122,-1.2011067,57344,8072
26884,0,2.8630466,-2.900971,-1.0674341,73691,68723
26885,0,2.9180083,-2.8185842,-1.0482848,59249,15383
26886,0,2.7024498,-2.8951309,-0.7712411,30214,31422
26887,0,2.487544,-2.6565008,-1.0662419,26674,43299
26888,0,2.8996148,-2.8289845,-1.0966905,42898,85160
26889,0,2.8145287,-2.8052232,-1.1206497,63151,25182
26890,0,2.050505,-2.131724,-0.8253289,66840,69399
26891,0,0.72275025,-1.3532431,0.31068954,30192,12625
26892,0,2.8480885,-2.8604155,-0.9949459,56080,18268
26893,0,3.188305,-3.042836,-1.167501,43868,84488
26894,0,2.8340805,-2.9666622,-0.93048334,72301,74196
26895,0,3.075393,-3.0222623,-1.1004106,20282,3047
26896,0,2.637948,-2.8316426,-0.8937092,40944,19950
26897,0,2.7187715,-2.848821,-1.067645,53581,61047
26898,0,2.6819446,-2.825208,-0.95502126,27908,69857
26899,0,2.6966,-2.9049404,-0.8740356,73741,11410
26900,0,2.5654361,-2.813512,-0.8971862,49887,49179
26901,0,2.785411,-2.9369457,-0.9424566,38609,78969
26902,0,2.5844326,-2.780608,-0.9449302,27332,90853
26903,0,2.3099124,-3.39307,-0.49027345,8513,62859
26904,0,2.7652888,-2.7921472,-1.101326,60917,79482
26905,0,3.170784,-3.0098698,-1.2106916,33154,22272
26906,0,2.7351632,-2.7445219,-1.1181314,858,68430
26907,0,2.5972598,-2.8086848,-0.88694626,79031,19942
26908,0,2.7741377,-2.9606366,-0.85899204,60879,78660
26909,0,2.8174095,-2.8053982,-1.0799526,81268,19630
26910,0,2.7770936,-3.3613324,-0.77284276,64791,75545
26911,0,2.8108754,-2.9337454,-1.0055279,49984,81787
26912,0,2.8202941,-2.8320327,-1.1559389,32615,39191
26913,0,2.8899806,-2.7658412,-1.206246,57498,2353
26914,0,3.0122163,-3.1303802,-1.1562238,28787,64091
26915,0,2.8496046,-2.8356767,-1.1163437,13781,80238
26916,0,2.9546375,-3.0806756,-1.0242853,8049,43184
26917,0,2.821105,-2.8618736,-1.1907355,17003,72604
26918,0,2.515305,-2.7004702,-0.8911541,36549,69842
26919,0,2.9241443,-2.8432329,-1.1242108,23291,37114
26920,0,2.833505,-2.908855,-1.1398938,8876,37637
26921,0,2.4906888,-2.735019,-0.9631584,52587,34104
26922,0,2.8596537,-2.8337123,-1.0720092,42200,1485
26923,0,3.065148,-2.8815324,-1.1839868,55553,41873
26924,0,2.747775,-2.832193,-1.0861577,32127,35308
26925,0,2.7564468,-3.522393,-0.7746494,49559,7692
26926,0,2.6865525,-2.8392591,-1.0761086,68722,9744
26927,0,2.7884645,-2.6429834,-1.1385143,685,58391
26928,0,3.2363303,-3.2809696,-1.1610633,58224,41048
26929,0,2.1073942,-2.2583294,-0.7528568,21996,21435
26930,0,2.9008384,-2.8385158,-1.2647862,13808,59833
26931,0,2.6072328,-3.1667006,-0.8235339,33583,47924
26932,0,2.7367535,-2.7721946,-1.0825429,78993,4156
26933,0,2.6170182,-2.7579246,-0.9344967,53722,6246
26934,0,-1.0402952,1.5491415,-0.20290563,65495,17004
26935,0,2.5728912,-2.8428435,-0.89910895,50597,81155
26936,0,3.1114147,-2.9638102,-1.2206125,3635,43813
26937,0,2.8898323,-2.866128,-1.0889943,14773,5534
26938,0,2.5403764,-2.6092846,-0.99422336,26226,63785
26939,0,0.05283127,0.35585907,-0.6010937,79378,79842
26940,0,2.3712204,-2.732219,-0.7317544,63596,1837
26941,0,2.5752723,-2.8396652,-0.85927796,74240,21102
26942,0,2.7080472,-2.7860494,-1.0182427,3848,26440
26943,0,2.9235654,-3.4732578,-0.8481183,13610,43003
26944,0,2.6579347,-3.0545237,-0.6138602,34765,15963
26945,0,2.7679927,-2.7116618,-1.0582865,29611,62758
26946,0,2.9192162,-2.9571004,-1.0802659,12010,21988
26947,0,2.6989725,-2.80564,-1.0159477,36089,60878
26948,0,-0.8455388,0.9547733,0.23173966,18881,14676
26949,0,2.6742873,-2.8482308,-0.9815717,65741,75638
26950,0,2.692984,-3.032026,-0.78947544,14494,16035
26951,0,2.5686767,-2.7896895,-0.86204034,4956,50346
26952,0,2.907713,-2.9191678,-1.0822796,57263,41489
26953,0,3.4190893,-3.2144372,-1.2558169,15084,26199
26954,0,2.5849795,-2.91003,-0.83716303,3299,18457
26955,0,2.6383982,-2.6982787,-1.1196182,49664,79359
26956,0,2.6140292,-2.7021832,-0.94964004,81280,77365
26957,0,2.5555604,-2.8804147,-0.9629703,45950,50628
26958,0,3.1175427,-3.1453202,-1.0350031,4212,19392
26959,0,3.0691464,-3.1144934,-0.9351214,7387,70984
26960,0,3.229941,-3.0984175,-1.191293,66704,4462
26961,0,3.081127,-2.8606484,-1.281672,46789,78124
26962,0,2.6348135,-2.7542694,-1.0258274,78544,1653
26963,0,2.8961399,-2.8528247,-1.1404449,10545,90753
26964,0,3.32625,-3.194784,-1.1411046,87894,55942
26965,0,2.572408,-2.8249233,-0.8433973,5937,20274
26966,0,2.6891305,-2.7980747,-0.95418954,80499,68733
26967,0,2.81213,-2.8519115,-1.0937219,17844,13289
26968,0,2.7467024,-2.8654628,-0.93434,36930,63329
26969,0,2.8667355,-2.925746,-0.9831916,76939,54240
26970,0,2.5816107,-2.6844494,-1.0227169,29505,76187
26971,0,3.0634255,-3.0082276,-1.1567069,16306,39957
26972,0,1.5010939,-1.5527165,-0.7052246,44974,82477
26973,0,2.8253582,-2.8267052,-1.0799474,62188,23082
26974,0,2.9374664,-3.2148974,-0.97268945,25012,10814
26975,0,3.078858,-3.119951,-0.9674798,53766,67450
26976,0,2.683281,-2.8029208,-0.9986334,24257,78388
26977,0,2.189096,-2.2473836,-0.96047884,86864,87693
26978,0,2.6939511,-2.8595114,-0.9080073,71771,1015
26979,0,2.4203765,-2.900678,-0.80537266,23563,2234
26980,0,2.6884084,-2.8498578,-0.9297385,1983,32650
26981,0,3.0296988,-2.9067397,-1.1929832,77337,87716
26982,0,2.785759,-2.7914407,-1.1205182,29464,2082
26983,0,2.5060935,-2.691284,-0.9253121,40161,89495
26984,0,2.7644398,-2.8318124,-1.0667989,80196,68510
26985,0,3.1077785,-2.9710302,-1.2293898,72747,25931
26986,0,2.2959805,-2.8665261,-0.5432037,18200,18140
26987,0,3.0075128,-3.4949846,-0.96303946,68448,41586
26988,0,3.215381,-3.00277,-1.224921,62490,37668
26989,0,3.172939,-3.2102785,-1.0510279,87812,54367
26990,0,2.909947,-3.2857542,-1.0117965,11158,62369
26991,0,2.5998907,-2.6931977,-1.0323287,28552,48890
26992,0,2.6570797,-2.862306,-0.9156461,16694,71053
26993,0,2.940976,-2.8581429,-1.1748267,74139,31142
26994,0,2.9300756,-3.0452096,-1.0379815,46939,13251
26995,0,2.7806299,-2.8035276,-1.0208842,27291,59166
26996,0,2.8503177,-2.9394484,-1.022747,42634,24535
26997,0,2.9278102,-2.8762174,-1.0795814,45237,1853
26998,0,2.5132945,-2.8542676,-0.7718363,21188,67486
26999,0,2.6095235,-2.762253,-0.9222431,75455,28529
27000,0,2.94817,-2.8425148,-1.1764306,62790,14471
27001,0,3.01661,-3.2203364,-0.9754411,74239,65648
27002,0,2.713991,-2.5835156,-1.1653415,9256,87311
27003,0,2.2219064,-2.5050795,-0.86254144,84389,1923
27004,0,2.6833427,-2.9391713,-0.7910818,30085,52751
27005,0,2.843267,-2.812418,-1.1300136,33983,68991
27006,0,2.8743517,-2.8512318,-1.139083,82082,50028
27007,0,2.5672565,-2.8856328,-0.8629745,75106,45160
27008,0,2.8519084,-2.8714128,-1.130945,36854,28496
27009,0,2.8183768,-2.8307247,-1.13484,28400,70290
27010,0,3.0173955,-2.8586383,-1.191805,83344,5359
27011,0,2.6300738,-2.8250618,-0.96063495,2814,57279
27012,0,2.852092,-2.8462234,-1.0638114,16442,46106
27013,0,2.3467743,-2.5235147,-0.887911,4679,48876
27014,0,2.335987,-2.5480409,-0.82308793,77327,52631
27015,0,2.8292356,-2.8309562,-1.0139177,9313,28599
27016,0,2.757618,-2.7801287,-1.1255847,56781,58644
27017,0,2.6030905,-2.767124,-1.0089188,53530,55366
27018,0,3.0087807,-3.0585215,-1.0914744,68368,21159
27019,0,2.6551337,-2.7075007,-1.0996779,61340,28441
27020,0,2.8639717,-2.8713472,-1.0943801,20735,85195
27021,0,2.4564893,-2.5709596,-1.0592871,6334,73603
27022,0,0.78325504,-1.2476951,0.12104021,2340,23620
27023,0,2.7174368,-2.7734866,-0.9720897,7249,88388
27024,0,2.6285467,-2.7641635,-1.1824677,20316,8140
27025,0,3.3137965,-3.1748857,-1.2897694,43143,58267
27026,0,2.7455618,-2.7939186,-1.0706662,56957,15341
27027,0,2.687121,-2.861222,-0.9820231,83627,34674
27028,0,3.0471833,-3.6200082,-0.6672387,64774,42618
27029,0,-0.88052434,1.397149,-0.3958634,34887,36362
27030,0,2.697512,-3.0092337,-0.66138583,6418,81995
27031,0,3.064338,-2.992697,-1.1679217,35983,34886
27032,0,2.7119315,-2.9277318,-1.0377048,73806,18531
27033,0,2.4645953,-2.8042376,-0.6723703,29952,17704
27034,0,3.174805,-3.1779802,-1.0812368,17435,38426
27035,0,2.7618856,-2.887534,-0.968379,4025,64813
27036,0,2.948991,-3.0306475,-1.0454304,27470,53097
27037,0,2.6762185,-2.810614,-0.9750309,37913,68596
27038,0,2.991922,-2.9400928,-1.1049306,88376,48992
27039,0,3.0503244,-3.289597,-1.166298,6574,60460
27040,0,2.424774,-2.8386683,-0.7786278,52184,48086
27041,0,2.8712997,-3.035969,-1.1036304,14009,25240
27042,0,2.9505117,-2.873388,-1.2538959,60613,26815
27043,0,2.473751,-3.0609143,-0.7278666,77531,46743
27044,0,2.918303,-2.9458153,-1.0785738,72981,34461
27045,0,2.394095,-2.4801836,-0.9017596,82183,4045
27046,0,2.491798,-2.7513454,-0.8269884,76572,50256
27047,0,2.9490523,-2.8807774,-0.9943392,87154,44721
27048,0,2.4470432,-2.6945353,-0.94523245,18676,36323
27049,0,2.7221603,-2.8900023,-0.9798361,17288,79204
27050,0,2.7288601,-2.8427682,-1.0059319,37074,16098
27051,0,2.9473798,-2.8851717,-1.159572,75170,54546
27052,0,2.9174194,-2.862381,-1.0295728,3097,60169
27053,0,2.794231,-2.8349342,-1.138561,12160,31727
27054,0,-0.9602077,1.5867958,-0.49881008,78185,79464
27055,0,0.2987916,-2.2013173,1.5312793,61524,42100
27056,0,2.985862,-3.0837202,-1.0976119,8071,41533
27057,0,3.0528743,-3.0819452,-1.1947987,3678,12085
27058,0,2.477796,-2.55399,-0.9429469,85458,42483
27059,0,2.7446797,-2.828017,-0.9671832,46341,49347
27060,0,2.974863,-2.9528363,-1.1101105,39353,13821
27061,0,2.736532,-3.0269992,-0.97501737,13510,47142
27062,0,3.0915349,-3.1930814,-1.0888125,14133,53903
27063,0,0.8352754,-1.4389485,0.08116756,74765,74103
27064,0,2.8051982,-3.0165777,-0.8684697,23569,69864
27065,0,2.7892013,-2.8898354,-0.9694271,75675,8112
27066,0,2.3272798,-2.588775,-0.8624727,70091,74991
27067,0,2.7119987,-2.816615,-0.97518265,76124,9114
27068,0,2.7535872,-2.8722122,-0.98839295,64115,28467
27069,0,3.0739584,-3.1715965,-1.1488446,8527,47463
27070,0,2.954811,-2.861704,-1.2193768,78308,40300
27071,0,3.17186,-3.091643,-1.0487429,17882,26708
27072,0,2.977448,-2.8971448,-1.2069759,37464,6908
27073,0,2.8812382,-3.2212636,-0.9630977,47879,12319
27074,0,2.929142,-2.9792495,-1.0368434,1435,85577
27075,0,2.9438562,-2.9472184,-1.06574,72001,15353
27076,0,2.6721563,-2.8879304,-0.931069,44636,4088
27077,0,2.6097016,-2.8024433,-0.9454538,1789,32162
27078,0,3.2630837,-3.1322591,-1.2222154,79511,72621
27079,0,2.6077907,-2.8003223,-0.9948931,19485,49127
27080,0,2.6458557,-2.725841,-0.9175435,54544,39399
27081,0,2.9961693,-2.8283145,-1.2547491,38484,13784
27082,0,3.3107653,-3.2057307,-1.1598089,35937,24825
27083,0,2.5754032,-2.5777702,-1.0407513,8288,80135
27084,0,3.0462515,-2.8657126,-1.2474757,82718,13433
27085,0,2.725738,-2.747687,-1.1143687,46354,8167
27086,0,2.7803376,-2.748004,-1.1294665,71481,16967
27087,0,3.1833389,-3.0925226,-1.1661599,27485,35799
27088,0,2.741816,-3.0486727,-0.90773094,57066,3680
27089,0,2.9103036,-2.924678,-1.0554439,71415,79952
27090,0,2.9069893,-2.9074528,-1.0845683,19354,58951
27091,0,2.9058216,-2.8573062,-1.1856374,13173,79022
27092,0,2.9638739,-3.1209037,-0.900301,55658,5529
27093,0,3.3676722,-3.1719184,-1.3327363,24462,89947
27094,0,2.5642288,-3.1156597,-0.6692631,46847,84802
27095,0,2.7332225,-2.760876,-1.0927303,33136,40078
27096,0,2.9030285,-2.9472907,-1.0695578,55216,66747
27097,0,2.7937512,-2.8456159,-1.0937774,4907,45574
27098,0,3.1109912,-3.3200264,-0.82009405,13795,45803
27099,0,2.955643,-3.0335531,-1.0757222,14429,34102
27100,0,2.6960537,-2.9456668,-0.9352856,48512,42255
27101,0,3.0650532,-2.9720702,-1.0454204,44474,64532
27102,0,2.84549,-2.842983,-1.0960076,11811,47526
27103,0,2.9651988,-2.945832,-1.163243,78646,2986
27104,0,2.89452,-2.7971234,-0.9916854,9329,48783
27105,0,3.0504124,-2.8673348,-1.1637895,13726,4583
27106,0,2.754504,-3.1510148,-0.9140937,60106,41402
27107,0,3.1780121,-3.162177,-1.2958158,29976,46806
27108,0,2.8098586,-2.9434352,-0.96954983,14311,50695
27109,0,2.7977147,-2.9401197,-1.0093507,64640,45299
27110,0,3.0324392,-3.0683756,-1.0429988,46181,71940
27111,0,0.7333104,-3.1091988,1.7893158,61202,59268
27112,0,2.743315,-2.8016682,-1.0245687,88214,34537
27113,0,2.7266915,-2.825119,-0.9858558,40866,706
27114,0,2.8957567,-2.9952238,-1.0546061,60113,72979
27115,0,2.6314828,-2.843744,-1.0161006,49242,52794
27116,0,3.0303411,-2.950998,-1.0691835,71286,52151
27117,0,2.8854475,-3.0497696,-1.1828854,56291,46623
27118,0,3.1959896,-3.0618289,-1.2281045,22232,89108
27119,0,2.624362,-2.8898048,-0.910705,4710,14695
27120,0,2.969792,-2.8710883,-1.1213363,88818,67391
27121,0,2.7116377,-2.803387,-1.0656323,57794,7708
27122,0,2.9460065,-2.8533866,-1.1946013,9774,80458
27123,0,3.1732657,-2.98615,-1.1757408,22377,55129
27124,0,2.8599737,-2.8969703,-1.0277724,82877,25485
27125,0,2.7632272,-2.8285532,-1.028597,54798,18645
27126,0,2.7822773,-2.7889116,-0.9882456,32452,60802
27127,0,2.804839,-2.8098314,-0.9965141,6784,69724
27128,0,2.8722394,-2.9554467,-1.0432024,7817,19408
27129,0,3.2267306,-3.3166134,-1.1733812,68225,38667
27130,0,2.7847035,-2.7789671,-1.1133884,7753,34700
27131,0,2.749318,-2.906578,-0.9070409,27199,25027
27132,0,2.5621183,-2.8320408,-0.89112365,47819,89145
27133,0,2.6949902,-2.818587,-0.9483902,90726,3063
27134,0,0.16457033,0.39844278,-0.86244595,89980,78325
27135,0,-0.6296765,-2.0264146,3.0397816,47711,48001
27136,0,0.02330201,0.23300838,-0.46124458,2378,18993
27137,0,2.8495896,-2.8683443,-1.029306,36482,7060
27138,0,2.6521761,-2.775541,-0.94283575,12371,59264
27139,0,2.8721788,-2.991296,-1.0375553,19980,39139
27140,0,2.8231032,-3.0203986,-0.9386452,29717,64729
27141,0,2.9100788,-2.7623918,-1.1001971,78115,41726
27142,0,2.8855135,-2.8426008,-1.0430746,26590,75590
27143,0,2.8817809,-2.8423758,-1.1658167,48902,21669
27144,0,2.835295,-3.0069885,-0.9505063,7769,28824
27145,0,2.0982764,-2.0417037,-0.96016216,31883,6343
27146,0,2.72256,-2.941994,-0.96191216,64335,36576
27147,0,2.7925272,-2.748191,-1.0574073,17105,60390
27148,0,3.0259054,-3.003208,-1.0286798,6891,34684
27149,0,2.57182,-2.7357802,-0.853094,70266,83727
27150,0,2.6750712,-2.8394465,-0.81948614,29232,54576
27151,0,2.4746509,-2.8971767,-0.71450627,37911,42947
27152,0,2.6375523,-2.8044534,-0.93525344,61046,84995
27153,0,2.6539369,-2.9328141,-0.8490746,85157,6165
27154,0,2.8101034,-2.8898454,-1.0170218,26912,37777
27155,0,3.034951,-2.9001966,-1.2971504,41723,90780
27156,0,2.8942583,-2.8376439,-1.105115,1536,78117
27157,0,2.7035475,-2.7001226,-1.0094882,79985,41892
27158,0,2.5795157,-2.727848,-0.9399663,13492,33058
27159,0,2.6581302,-2.6601036,-0.9781661,7789,86827
27160,0,0.9704491,-1.9185408,0.41149458,30313,30393
27161,0,3.0807052,-3.0956314,-1.1811123,27726,3251
27162,0,2.4883409,-2.7458425,-0.83423644,52063,35480
27163,0,2.8579216,-2.938488,-1.0684928,920,29101
27164,0,2.8755207,-2.811272,-1.2345576,14659,41854
27165,0,2.847394,-2.7312808,-1.2002287,61275,80025
27166,0,2.9276056,-2.8244505,-1.2609208,64317,85991
27167,0,3.2804444,-3.184765,-1.3042133,43473,68552
27168,0,3.099187,-2.9958756,-1.1593441,14578,19094
27169,0,2.642591,-2.6690514,-1.0047796,63606,90104
27170,0,3.1409788,-2.9529083,-1.2661068,13246,42897
27171,0,2.6822658,-2.838653,-1.0688512,78746,50203
27172,0,2.7399685,-2.8110158,-1.0776217,70368,71030
27173,0,2.6743324,-2.9113758,-0.9169657,73694,47529
27174,0,2.7783654,-2.7416825,-1.1639727,60771,87187
27175,0,2.8114643,-2.8424573,-1.0211554,12410,78586
27176,0,2.7373018,-2.8991697,-0.97940695,159,1251
27177,0,-1.9510998,2.3855286,0.32982832,81485,4543
27178,0,2.786648,-3.16405,-0.7847908,14483,17165
27179,0,2.6643755,-2.8907084,-0.9853456,73851,76118
27180,0,2.5899184,-2.731038,-0.9453787,37449,31425
27181,0,2.8055253,-2.9281778,-0.92599815,5371,33905
27182,0,2.9090946,-2.8541172,-1.1239855,55458,80219
27183,0,2.8651416,-2.935644,-1.0954305,65983,54393
27184,0,2.8205862,-2.8946543,-1.0909978,15877,71181
27185,0,2.7973344,-2.959555,-1.1581887,42175,44222
27186,0,-2.0789034,2.6402788,0.058979623,50500,49862
27187,0,2.926006,-3.2417276,-0.8966465,64318,74117
27188,0,2.678561,-2.878243,-0.8990262,31654,14617
27189,0,2.793371,-2.6759124,-1.2100188,84570,47759
27190,0,2.800646,-2.8984501,-1.028213,14376,17230
27191,0,2.7951198,-2.832711,-1.0668527,71272,28396
27192,0,2.9695647,-2.915206,-1.060088,83024,72295
27193,0,1.9907374,-2.5298707,-0.5023602,23054,18927
27194,0,2.7895796,-2.8569367,-1.1771747,10898,65546
27195,0,2.7672336,-2.808201,-0.9985151,65779,44948
27196,0,2.6877005,-2.784393,-1.115462,8180,70005
27197,0,2.7748468,-2.7611144,-1.0844508,88467,51516
27198,0,2.7892008,-2.898403,-0.97439647,43647,65788
27199,0,2.9369328,-2.9808204,-1.1207627,22625,38423
27200,0,2.6836,-2.7971442,-0.9390524,31641,60627
27201,0,2.929675,-2.9081452,-1.1104075,45922,64305
27202,0,2.7335536,-2.8046384,-1.0354403,59616,72819
27203,0,2.6164389,-3.860001,-0.25634354,8292,63268
27204,0,2.7056227,-2.7443585,-0.9959569,53533,38752
27205,0,2.0253782,-1.9377224,-0.9652214,77967,88706
27206,0,2.7163444,-2.8458753,-1.1273705,9692,80513
27207,0,2.9967308,-2.9822164,-1.1569966,74340,59423
27208,0,3.0489278,-3.0516567,-1.1878227,86766,18258
27209,0,2.7529151,-2.89446,-1.0173141,33719,20582
27210,0,3.0885425,-3.0747206,-1.218017,13278,18971
27211,0,2.958121,-2.9061866,-1.1159974,75119,56017
27212,0,2.32178,-3.6070502,-0.38067827,62055,74246
27213,0,2.6645284,-2.8176668,-1.0106999,23534,57528
27214,0,3.1126912,-3.1533773,-1.0627048,67293,15824
27215,0,3.0591958,-2.8950844,-1.1944399,46116,38287
27216,0,2.6226456,-2.746858,-0.9354398,19659,52841
27217,0,2.9193,-2.9137826,-1.0790013,34152,78829
27218,0,2.7558308,-2.6572113,-1.228973,66133,81347
27219,0,2.6525016,-2.7718728,-0.9477737,41336,81334
27220,0,2.4484715,-2.6008492,-0.86668056,42238,90960
27221,0,2.7105415,-2.9564528,-0.9661126,48718,51958
27222,0,3.1536288,-3.0030787,-1.2584887,10956,89573
27223,0,2.5977435,-2.8200188,-0.91082895,33841,40385
27224,0,2.6045396,-2.6369011,-1.0414107,79269,69436
27225,0,2.8873236,-3.0052176,-1.0105066,23253,42838
27226,0,2.622208,-2.6822574,-1.0160546,8713,83774
27227,0,2.9250295,-3.3044198,-1.0483888,8809,46626
27228,0,2.7643697,-2.9018185,-1.139028,50893,63004
27229,0,2.3281126,-2.7369912,-0.8298675,76075,68545
27230,0,2.902701,-2.9771245,-1.0638136,12422,32418
27231,0,3.0913522,-3.0435042,-1.2678796,46716,74949
27232,0,2.835024,-2.9032736,-1.1075159,57370,40999
27233,0,2.4030063,-3.018212,-0.42752573,34396,17377
